id,region,country,location,stadium_name,total_capacity,sport_played
145,North America,United Mexican States,Monterrey,Estadio Borregos,"10,000",American football
145,North America,United Mexican States,Ciudad Victoria,Estadio Marte Rodolfo GÃ³mez Segura,"10,000",Football
146,North America,United States,Provo,LaVell Edwards Stadium,"63,000",American football
146,North America,United States,Salt Lake,Rice-Eccles Stadium,"45,000",American football
146,North America,United States,Logan,Maverik Stadium,"25,000",American football
146,North America,United States,Sandy,America First Field,"20,000",Football
146,North America,United States,Provo,J. Willard Marriott Center,"18,000",Basketball
146,North America,United States,Salt Lake,vivint arena,"18,000",Basketball
146,North America,United States,Logan,Dee Glen Smith Spectrum,"10,000","Basketball, gymnastics, volleyball"
146,North America,United States,Blacksburg,Lane Stadium,"65,000",American football
146,North America,United States,Norfolk,William â€œDickâ€ Price Football Stadium,"30,000",American football
146,North America,United States,Harrisonburg,Bridgeforth Stadium,"24,000",American football
146,North America,United States,Richmond,City Stadium,"22,000",Football
146,North America,United States,Norfolk,SB Ballard Stadium,"22,000",American football
146,North America,United States,Charlottesville,John Paul Jones Arena,"14,000",Basketball
146,North America,United States,Hampton,Armstrong Stadium,"12,000","American football,Ã‚ field lacrosse"
146,North America,United States,Norfolk,Harbor Park,"11,000",Baseball
146,North America,United States,Blacksburg,Cassell Coliseum,"10,000","Basketball, volleyball"
146,North America,United States,Richmond,Hovey Field,"10,000",American football
146,North America,United States,Seattle,Husky Stadium,"70,000",American football
146,North America,United States,Seattle,Lumen Field,"68,000","American football, football"
146,North America,United States,Seattle,T-Mobile Park,"47,000",Baseball
146,North America,United States,Pullman,Martin Stadium,"32,000",American football
146,North America,United States,Seattle,Memorial Stadium,"12,000","American football, football, ultimate"
146,North America,United States,Pullman,Beasley Coliseum,"11,000",Basketball
146,North America,United States,Morgantown,Milan Puskar Stadium,"60,000",American football
146,North America,United States,Huntington,Joan C. Edwards Stadium,"38,000",American football
146,North America,United States,Charleston,University of Charleston Stadium,"18,000",American football
146,North America,United States,Wheeling,Wheeling Island Stadium,"12,000","American football, football"
146,North America,United States,Green Bay,Lambeau Field,"81,000",American football
146,North America,United States,Madison,Camp Randall Stadium,"80,000",American football
146,North America,United States,Milwaukee,American Family Field,"41,000",Baseball
146,North America,United States,Milwaukee,Fiserv Forum,"17,000",Basketball
146,North America,United States,Madison,Kohl Center,"17,000","Basketball, dodgeball, ice hockey"
146,North America,United States,Laramie,War Memorial Stadium,"29,000",American football
146,North America,United States,Laramie,Arena-Auditorium,"11,000",Basketball
